query,value
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（O2O）下四分位数,47
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（企业填报）平均数,140
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（企业填报）中位数,140
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（企业填报）上四分位数,140
行业:餐饮 业态:智慧餐饮 品类:自助饮品 覆盖城市数（企业填报）下四分位数,140
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（投后）平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（投后）中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（投后）上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（投后）下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（企业填报）平均数,810.13
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（企业填报）中位数,810.13
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（企业填报）上四分位数,810.13
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均坪效（企业填报）下四分位数,810.13
行业:餐饮 业态:智慧餐饮 品类:自助饮品 口碑分平均数,3.65
行业:餐饮 业态:智慧餐饮 品类:自助饮品 口碑分中位数,3.60
行业:餐饮 业态:智慧餐饮 品类:自助饮品 口碑分上四分位数,3.70
行业:餐饮 业态:智慧餐饮 品类:自助饮品 口碑分下四分位数,3.50
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（投后）平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（投后）中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（投后）上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（投后）下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（企业填报）平均数,1483626.12
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（企业填报）中位数,1483626.12
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（企业填报）上四分位数,1483626.12
行业:餐饮 业态:智慧餐饮 品类:自助饮品 月均营业额（企业填报）下四分位数,1483626.12
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（企业填报）平均数,0.04
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（企业填报）中位数,0.04
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（企业填报）上四分位数,0.04
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（企业填报）下四分位数,0.04
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（投后）平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（投后）中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（投后）上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 租售比（投后）下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（投后）平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（投后）中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（投后）上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（投后）下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（企业填报）平均数,136.14
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（企业填报）中位数,136.14
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（企业填报）上四分位数,136.14
行业:餐饮 业态:智慧餐饮 品类:自助饮品 滴灌比（企业填报）下四分位数,136.14
行业:餐饮 业态:智慧餐饮 品类:自助饮品 品牌存续年限平均数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 品牌存续年限中位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 品牌存续年限上四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 品牌存续年限下四分位数,\N
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计开店数平均数,593
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计开店数中位数,593
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计开店数上四分位数,593
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计开店数下四分位数,593
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计闭店数平均数,63
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计闭店数中位数,63
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计闭店数上四分位数,63
行业:餐饮 业态:智慧餐饮 品类:自助饮品 累计闭店数下四分位数,63
行业:餐饮 业态:智慧餐饮 品类:自助饮品 品类定义,以机器替代咖啡师、奶茶师等饮品制作师进行咖啡、奶茶果汁、冰淇淋等饮品制作，消费者可以通过扫码付款自助拿取
行业:餐饮 业态:智慧餐饮 品类:自助饮品 重点提示,1.预包装饮品/生鲜/食品贩卖机，请划分至“零售-无人零售-自助售货机”
行业:餐饮 业态:智慧餐饮 品类:自助饮品 领先品牌特征,
行业:餐饮 业态:智慧餐饮 品类:自助饮品 主要风险,
行业:文体 业态:文化娱乐 品类:舞蹈工作室 品类下品牌数量,56
行业:文体 业态:文化娱乐 品类:舞蹈工作室 人均消费（O2O）平均数,773.23
行业:文体 业态:文化娱乐 品类:舞蹈工作室 人均消费（O2O）中位数,157
行业:文体 业态:文化娱乐 品类:舞蹈工作室 人均消费（O2O）上四分位数,1042.50
行业:文体 业态:文化娱乐 品类:舞蹈工作室 人均消费（O2O）下四分位数,63
行业:文体 业态:文化娱乐 品类:舞蹈工作室 客单价平均数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 客单价中位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 客单价上四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 客单价下四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店毛利润率平均数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店毛利润率中位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店毛利润率上四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店毛利润率下四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店净利润率平均数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店净利润率中位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店净利润率上四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 单店净利润率下四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 平均回本期平均数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 平均回本期中位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 平均回本期上四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 平均回本期下四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖省份数（O2O）平均数,2.87
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖省份数（O2O）上四分位数,1
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖省份数（O2O）下四分位数,1
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖省份数（企业填报）平均数,4
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖省份数（企业填报）上四分位数,4
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖省份数（企业填报）下四分位数,4
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（O2O）平均数,5.34
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（O2O）中位数,2
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（O2O）上四分位数,5
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（O2O）下四分位数,1
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（企业填报）平均数,4
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（企业填报）中位数,4
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（企业填报）上四分位数,4
行业:文体 业态:文化娱乐 品类:舞蹈工作室 覆盖城市数（企业填报）下四分位数,4
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（投后）平均数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（投后）中位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（投后）上四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（投后）下四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（企业填报）平均数,866.67
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（企业填报）中位数,866.67
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（企业填报）上四分位数,866.67
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均坪效（企业填报）下四分位数,866.67
行业:文体 业态:文化娱乐 品类:舞蹈工作室 口碑分平均数,3.88
行业:文体 业态:文化娱乐 品类:舞蹈工作室 口碑分中位数,3.80
行业:文体 业态:文化娱乐 品类:舞蹈工作室 口碑分上四分位数,4.10
行业:文体 业态:文化娱乐 品类:舞蹈工作室 口碑分下四分位数,3.50
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（投后）平均数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（投后）中位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（投后）上四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（投后）下四分位数,\N
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（企业填报）平均数,1542703.92
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（企业填报）中位数,1542703.92
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（企业填报）上四分位数,1542703.92
行业:文体 业态:文化娱乐 品类:舞蹈工作室 月均营业额（企业填报）下四分位数,1542703.92
行业:文体 业态:文化娱乐 品类:舞蹈工作室 租售比（企业填报）平均数,0.22
行业:文体 业态:文化娱乐 品类:舞蹈工作室 租售比（企业填报）中位数,0.22
行业:文体 业态:文化娱乐 品类:舞蹈工作室 租售比（企业填报）上四分位数,0.22
行业:文体 业态:文化娱乐 品类:舞蹈工作室 租售比（企业填报）下四分位数,0.22
行业:文体 业态:文化娱乐 品类:舞蹈工作室 租售比（投后）平均数,\N
